laus_code,state_fips_code,county_fips_code,county_name_state_abbreviation,year,labor_force,employed,unemployed,unemployment_rate
CN4840300000000,48,403,"Sabine County, TX",2022,3960,3682,278,7.0     
CN4840500000000,48,405,"San Augustine County, TX",2022,3094,2914,180,5.8     
CN4840700000000,48,407,"San Jacinto County, TX",2022,12048,11464,584,4.8     
CN4840900000000,48,409,"San Patricio County, TX",2022,29297,27535,1762,6.0     
CN4841100000000,48,411,"San Saba County, TX",2022,2237,2158,79,3.5     
CN4841300000000,48,413,"Schleicher County, TX",2022,1244,1200,44,3.5     
CN4841500000000,48,415,"Scurry County, TX",2022,6283,6023,260,4.1     
CN4841700000000,48,417,"Shackelford County, TX",2022,1830,1780,50,2.7     
CN4841900000000,48,419,"Shelby County, TX",2022,11029,10564,465,4.2     
CN4842100000000,48,421,"Sherman County, TX",2022,1377,1338,39,2.8     
CN4842300000000,48,423,"Smith County, TX",2022,112049,107882,4167,3.7     
CN4842500000000,48,425,"Somervell County, TX",2022,4573,4399,174,3.8     
CN4842700000000,48,427,"Starr County, TX",2022,24554,21865,2689,11.0     
CN4842900000000,48,429,"Stephens County, TX",2022,4073,3921,152,3.7     
CN4843100000000,48,431,"Sterling County, TX",2022,525,504,21,4.0     
CN4843300000000,48,433,"Stonewall County, TX",2022,695,674,21,3.0     
CN4843500000000,48,435,"Sutton County, TX",2022,1034,975,59,5.7     
CN4843700000000,48,437,"Swisher County, TX",2022,2583,2479,104,4.0     
CN4843900000000,48,439,"Tarrant County, TX",2022,1140773,1099642,41131,3.6     
CN4844100000000,48,441,"Taylor County, TX",2022,68871,66574,2297,3.3     
CN4844300000000,48,443,"Terrell County, TX",2022,410,396,14,3.4     
CN4844500000000,48,445,"Terry County, TX",2022,4653,4460,193,4.1     
CN4844700000000,48,447,"Throckmorton County, TX",2022,738,715,23,3.1     
CN4844900000000,48,449,"Titus County, TX",2022,13742,13149,593,4.3     
CN4845100000000,48,451,"Tom Green County, TX",2022,55646,53740,1906,3.4     
CN4845300000000,48,453,"Travis County, TX",2022,822494,799306,23188,2.8     
CN4845500000000,48,455,"Trinity County, TX",2022,5359,5078,281,5.2     
CN4845700000000,48,457,"Tyler County, TX",2022,7167,6736,431,6.0     
CN4845900000000,48,459,"Upshur County, TX",2022,17822,17063,759,4.3     
CN4846100000000,48,461,"Upton County, TX",2022,2349,2286,63,2.7     
CN4846300000000,48,463,"Uvalde County, TX",2022,11274,10781,493,4.4     
CN4846500000000,48,465,"Val Verde County, TX",2022,22262,21262,1000,4.5     
CN4846700000000,48,467,"Van Zandt County, TX",2022,27865,26897,968,3.5     
CN4846900000000,48,469,"Victoria County, TX",2022,41365,39638,1727,4.2     
CN4847100000000,48,471,"Walker County, TX",2022,23957,22834,1123,4.7     
CN4847300000000,48,473,"Waller County, TX",2022,25450,24357,1093,4.3     
CN4847500000000,48,475,"Ward County, TX",2022,6183,5956,227,3.7     
CN4847700000000,48,477,"Washington County, TX",2022,15256,14650,606,4.0     
CN4847900000000,48,479,"Webb County, TX",2022,117364,112532,4832,4.1     
CN4848100000000,48,481,"Wharton County, TX",2022,21416,20602,814,3.8     
CN4848300000000,48,483,"Wheeler County, TX",2022,1989,1911,78,3.9     
CN4848500000000,48,485,"Wichita County, TX",2022,55458,53290,2168,3.9     
CN4848700000000,48,487,"Wilbarger County, TX",2022,4832,4596,236,4.9     
CN4848900000000,48,489,"Willacy County, TX",2022,7227,6636,591,8.2     
CN4849100000000,48,491,"Williamson County, TX",2022,364532,353870,10662,2.9     
CN4849300000000,48,493,"Wilson County, TX",2022,25982,25135,847,3.3     
CN4849500000000,48,495,"Winkler County, TX",2022,3977,3820,157,3.9     
CN4849700000000,48,497,"Wise County, TX",2022,34311,33106,1205,3.5     
CN4849900000000,48,499,"Wood County, TX",2022,18256,17436,820,4.5     
CN4850100000000,48,501,"Yoakum County, TX",2022,3286,3153,133,4.0     
CN4850300000000,48,503,"Young County, TX",2022,8083,7806,277,3.4     
CN4850500000000,48,505,"Zapata County, TX",2022,4580,4263,317,6.9     
CN4850700000000,48,507,"Zavala County, TX",2022,3395,3104,291,8.6     
CN4900100000000,49,001,"Beaver County, UT",2022,2869,2791,78,2.7     
CN4900300000000,49,003,"Box Elder County, UT",2022,27662,27039,623,2.3     
CN4900500000000,49,005,"Cache County, UT",2022,71311,69885,1426,2.0     
CN4900700000000,49,007,"Carbon County, UT",2022,8459,8162,297,3.5     
CN4900900000000,49,009,"Daggett County, UT",2022,418,399,19,4.5     
CN4901100000000,49,011,"Davis County, UT",2022,184220,180239,3981,2.2     
CN4901300000000,49,013,"Duchesne County, UT",2022,8057,7800,257,3.2     
CN4901500000000,49,015,"Emery County, UT",2022,4497,4349,148,3.3     
CN4901700000000,49,017,"Garfield County, UT",2022,2936,2763,173,5.9     
CN4901900000000,49,019,"Grand County, UT",2022,7006,6780,226,3.2     
CN4902100000000,49,021,"Iron County, UT",2022,27805,27125,680,2.4     
CN4902300000000,49,023,"Juab County, UT",2022,6415,6289,126,2.0     
CN4902500000000,49,025,"Kane County, UT",2022,4128,4025,103,2.5     
CN4902700000000,49,027,"Millard County, UT",2022,6252,6110,142,2.3     
CN4902900000000,49,029,"Morgan County, UT",2022,5949,5831,118,2.0     
CN4903100000000,49,031,"Piute County, UT",2022,516,495,21,4.1     
CN4903300000000,49,033,"Rich County, UT",2022,1251,1220,31,2.5     
CN4903500000000,49,035,"Salt Lake County, UT",2022,678205,662608,15597,2.3     
CN4903700000000,49,037,"San Juan County, UT",2022,5597,5352,245,4.4     
CN4903900000000,49,039,"Sanpete County, UT",2022,13592,13220,372,2.7     
CN4904100000000,49,041,"Sevier County, UT",2022,10288,9996,292,2.8     
CN4904300000000,49,043,"Summit County, UT",2022,26233,25670,563,2.1     
CN4904500000000,49,045,"Tooele County, UT",2022,38233,37266,967,2.5     
CN4904700000000,49,047,"Uintah County, UT",2022,14112,13606,506,3.6     
CN4904900000000,49,049,"Utah County, UT",2022,345265,337880,7385,2.1     
CN4905100000000,49,051,"Wasatch County, UT",2022,17806,17394,412,2.3     
CN4905300000000,49,053,"Washington County, UT",2022,87269,85075,2194,2.5     
CN4905500000000,49,055,"Wayne County, UT",2022,1519,1452,67,4.4     
CN4905700000000,49,057,"Weber County, UT",2022,135182,131853,3329,2.5     
CN5000100000000,50,001,"Addison County, VT",2022,20868,20362,506,2.4     
CN5000300000000,50,003,"Bennington County, VT",2022,17636,17072,564,3.2     
CN5000500000000,50,005,"Caledonia County, VT",2022,14641,14184,457,3.1     
CN5000700000000,50,007,"Chittenden County, VT",2022,97153,95148,2005,2.1     
CN5000900000000,50,009,"Essex County, VT",2022,2679,2573,106,4.0     
CN5001100000000,50,011,"Franklin County, VT",2022,27723,26994,729,2.6     
CN5001300000000,50,013,"Grand Isle County, VT",2022,4127,3992,135,3.3     
CN5001500000000,50,015,"Lamoille County, VT",2022,14058,13587,471,3.4     
CN5001700000000,50,017,"Orange County, VT",2022,15762,15356,406,2.6     
CN5001900000000,50,019,"Orleans County, VT",2022,13347,12760,587,4.4     
CN5002100000000,50,021,"Rutland County, VT",2022,29836,28860,976,3.3     
CN5002300000000,50,023,"Washington County, VT",2022,33906,33079,827,2.4     
CN5002500000000,50,025,"Windham County, VT",2022,21221,20608,613,2.9     
CN5002700000000,50,027,"Windsor County, VT",2022,29164,28510,654,2.2     
CN5100100000000,51,001,"Accomack County, VA",2022,15741,15226,515,3.3     
CN5100300000000,51,003,"Albemarle County, VA",2022,58180,56633,1547,2.7     
CN5100500000000,51,005,"Alleghany County, VA",2022,6693,6474,219,3.3     
CN5100700000000,51,007,"Amelia County, VA",2022,6294,6109,185,2.9     
CN5100900000000,51,009,"Amherst County, VA",2022,14844,14384,460,3.1     
CN5101100000000,51,011,"Appomattox County, VA",2022,7147,6918,229,3.2     
CN5101300000000,51,013,"Arlington County, VA",2022,157061,153800,3261,2.1     
CN5101500000000,51,015,"Augusta County, VA",2022,38206,37214,992,2.6     
CN5101700000000,51,017,"Bath County, VA",2022,2480,2419,61,2.5     
CN5101900000000,51,019,"Bedford County, VA",2022,38542,37438,1104,2.9     
CN5102100000000,51,021,"Bland County, VA",2022,2803,2722,81,2.9     
CN5102300000000,51,023,"Botetourt County, VA",2022,17685,17234,451,2.6     
CN5102500000000,51,025,"Brunswick County, VA",2022,5887,5619,268,4.6     
CN5102700000000,51,027,"Buchanan County, VA",2022,6354,6053,301,4.7     
CN5102900000000,51,029,"Buckingham County, VA",2022,6452,6198,254,3.9     
CN5103100000000,51,031,"Campbell County, VA",2022,25843,25039,804,3.1     
CN5103300000000,51,033,"Caroline County, VA",2022,15392,14892,500,3.2     
CN5103500000000,51,035,"Carroll County, VA",2022,12931,12475,456,3.5     
CN5103600000000,51,036,"Charles City County, VA",2022,3606,3494,112,3.1     
CN5103700000000,51,037,"Charlotte County, VA",2022,5596,5428,168,3.0     
CN5104100000000,51,041,"Chesterfield County, VA",2022,193994,188569,5425,2.8     
CN5104300000000,51,043,"Clarke County, VA",2022,7687,7491,196,2.5     
CN5104500000000,51,045,"Craig County, VA",2022,2315,2245,70,3.0     
CN5104700000000,51,047,"Culpeper County, VA",2022,25586,24872,714,2.8     
CN5104900000000,51,049,"Cumberland County, VA",2022,4794,4633,161,3.4     
CN5105100000000,51,051,"Dickenson County, VA",2022,4555,4355,200,4.4     
CN5105300000000,51,053,"Dinwiddie County, VA",2022,13820,13369,451,3.3     
CN5105700000000,51,057,"Essex County, VA",2022,5507,5318,189,3.4     
CN5105900000000,51,059,"Fairfax County, VA",2022,639598,623827,15771,2.5     
CN5106100000000,51,061,"Fauquier County, VA",2022,37804,36837,967,2.6     
CN5106300000000,51,063,"Floyd County, VA",2022,8485,8272,213,2.5     
CN5106500000000,51,065,"Fluvanna County, VA",2022,14238,13873,365,2.6     
CN5106700000000,51,067,"Franklin County, VA",2022,26517,25735,782,2.9     
CN5106900000000,51,069,"Frederick County, VA",2022,51483,50233,1250,2.4     
CN5107100000000,51,071,"Giles County, VA",2022,8121,7866,255,3.1     
CN5107300000000,51,073,"Gloucester County, VA",2022,19534,19003,531,2.7     
CN5107500000000,51,075,"Goochland County, VA",2022,11858,11535,323,2.7     
CN5107700000000,51,077,"Grayson County, VA",2022,8048,7836,212,2.6     
CN5107900000000,51,079,"Greene County, VA",2022,10661,10404,257,2.4     
CN5108100000000,51,081,"Greensville County, VA",2022,4352,4187,165,3.8     
CN5108300000000,51,083,"Halifax County, VA",2022,15409,14812,597,3.9     
CN5108500000000,51,085,"Hanover County, VA",2022,60172,58700,1472,2.4     
CN5108700000000,51,087,"Henrico County, VA",2022,185715,180462,5253,2.8     
CN5108900000000,51,089,"Henry County, VA",2022,23815,22997,818,3.4     
CN5109100000000,51,091,"Highland County, VA",2022,1399,1367,32,2.3     
CN5109300000000,51,093,"Isle of Wight County, VA",2022,19716,19164,552,2.8     
CN5109500000000,51,095,"James City County, VA",2022,37036,35960,1076,2.9     
CN5109700000000,51,097,"King and Queen County, VA",2022,3947,3843,104,2.6     
CN5109900000000,51,099,"King George County, VA",2022,14416,14045,371,2.6     
CN5110100000000,51,101,"King William County, VA",2022,9589,9334,255,2.7     
CN5110300000000,51,103,"Lancaster County, VA",2022,5418,5224,194,3.6     
CN5110500000000,51,105,"Lee County, VA",2022,8222,7911,311,3.8     
CN5110700000000,51,107,"Loudoun County, VA",2022,232532,226976,5556,2.4     
CN5110900000000,51,109,"Louisa County, VA",2022,20876,20309,567,2.7     
CN5111100000000,51,111,"Lunenburg County, VA",2022,5198,5019,179,3.4     
CN5111300000000,51,113,"Madison County, VA",2022,7586,7417,169,2.2     
CN5111500000000,51,115,"Mathews County, VA",2022,4096,3979,117,2.9     
CN5111700000000,51,117,"Mecklenburg County, VA",2022,13107,12637,470,3.6     
CN5111900000000,51,119,"Middlesex County, VA",2022,5315,5169,146,2.7     
CN5112100000000,51,121,"Montgomery County, VA",2022,51961,50525,1436,2.8     
CN5112500000000,51,125,"Nelson County, VA",2022,7396,7191,205,2.8     
CN5112700000000,51,127,"New Kent County, VA",2022,13258,12941,317,2.4     
CN5113100000000,51,131,"Northampton County, VA",2022,5536,5342,194,3.5     
CN5113300000000,51,133,"Northumberland County, VA",2022,5584,5362,222,4.0     
CN5113500000000,51,135,"Nottoway County, VA",2022,7245,7023,222,3.1     
CN5113700000000,51,137,"Orange County, VA",2022,17595,17071,524,3.0     
CN5113900000000,51,139,"Page County, VA",2022,12215,11801,414,3.4     
CN5114100000000,51,141,"Patrick County, VA",2022,7166,6909,257,3.6     
CN5114300000000,51,143,"Pittsylvania County, VA",2022,30176,29229,947,3.1     
CN5114500000000,51,145,"Powhatan County, VA",2022,14698,14325,373,2.5     
CN5114700000000,51,147,"Prince Edward County, VA",2022,9978,9584,394,3.9     
CN5114900000000,51,149,"Prince George County, VA",2022,15425,14897,528,3.4     
CN5115300000000,51,153,"Prince William County, VA",2022,251206,244349,6857,2.7     
CN5115500000000,51,155,"Pulaski County, VA",2022,16647,16132,515,3.1     
CN5115700000000,51,157,"Rappahannock County, VA",2022,3719,3625,94,2.5     
CN5115900000000,51,159,"Richmond County, VA",2022,3995,3880,115,2.9     
CN5116100000000,51,161,"Roanoke County, VA",2022,49877,48598,1279,2.6     
CN5116300000000,51,163,"Rockbridge County, VA",2022,10827,10516,311,2.9     
CN5116500000000,51,165,"Rockingham County, VA",2022,42950,41852,1098,2.6     
CN5116700000000,51,167,"Russell County, VA",2022,10921,10531,390,3.6     
CN5116900000000,51,169,"Scott County, VA",2022,9222,8926,296,3.2     
CN5117100000000,51,171,"Shenandoah County, VA",2022,22075,21455,620,2.8     
CN5117300000000,51,173,"Smyth County, VA",2022,13569,13138,431,3.2     
CN5117500000000,51,175,"Southampton County, VA",2022,8884,8634,250,2.8     
CN5117700000000,51,177,"Spotsylvania County, VA",2022,69507,67457,2050,2.9     
CN5117900000000,51,179,"Stafford County, VA",2022,75743,73567,2176,2.9     
CN5118100000000,51,181,"Surry County, VA",2022,3610,3503,107,3.0     
CN5118300000000,51,183,"Sussex County, VA",2022,3699,3542,157,4.2     
CN5118500000000,51,185,"Tazewell County, VA",2022,15381,14730,651,4.2     
CN5118700000000,51,187,"Warren County, VA",2022,20781,20185,596,2.9     
CN5119100000000,51,191,"Washington County, VA",2022,26424,25653,771,2.9     
CN5119300000000,51,193,"Westmoreland County, VA",2022,9596,9292,304,3.2     
CN5119500000000,51,195,"Wise County, VA",2022,12808,12279,529,4.1     
CN5119700000000,51,197,"Wythe County, VA",2022,14127,13695,432,3.1     
CN5119900000000,51,199,"York County, VA",2022,33233,32313,920,2.8     
CN5151000000000,51,510,"Alexandria city, VA",2022,100923,98539,2384,2.4     
CN5152000000000,51,520,"Bristol city, VA",2022,7587,7329,258,3.4     
CN5153000000000,51,530,"Buena Vista city, VA",2022,3087,2992,95,3.1     
CN5154000000000,51,540,"Charlottesville city, VA",2022,25767,25093,674,2.6     
CN5155000000000,51,550,"Chesapeake city, VA",2022,124126,120472,3654,2.9     
CN5157000000000,51,570,"Colonial Heights city, VA",2022,8551,8275,276,3.2     
CN5158000000000,51,580,"Covington city, VA",2022,2303,2208,95,4.1     
CN5159000000000,51,590,"Danville city, VA",2022,18713,17844,869,4.6     
CN5159500000000,51,595,"Emporia city, VA",2022,2340,2230,110,4.7     
CN5160000000000,51,600,"Fairfax city, VA",2022,12929,12613,316,2.4     
CN5161000000000,51,610,"Falls Church city, VA",2022,8573,8384,189,2.2     
CN5162000000000,51,620,"Franklin city, VA",2022,3456,3315,141,4.1     
CN5163000000000,51,630,"Fredericksburg city, VA",2022,14388,13904,484,3.4     
CN5164000000000,51,640,"Galax city, VA",2022,2852,2763,89,3.1     
CN5165000000000,51,650,"Hampton city, VA",2022,64520,62037,2483,3.8     
CN5166000000000,51,660,"Harrisonburg city, VA",2022,24936,24076,860,3.4     
CN5167000000000,51,670,"Hopewell city, VA",2022,9655,9229,426,4.4     
CN5167800000000,51,678,"Lexington city, VA",2022,2222,2130,92,4.1     
CN5168000000000,51,680,"Lynchburg city, VA",2022,35743,34346,1397,3.9     
CN5168300000000,51,683,"Manassas city, VA",2022,21774,21203,571,2.6     
CN5168500000000,51,685,"Manassas Park city, VA",2022,9810,9562,248,2.5     
CN5169000000000,51,690,"Martinsville city, VA",2022,5552,5297,255,4.6     
CN5170000000000,51,700,"Newport News city, VA",2022,88569,85347,3222,3.6     
CN5171000000000,51,710,"Norfolk city, VA",2022,110356,106458,3898,3.5     
CN5172000000000,51,720,"Norton city, VA",2022,1598,1538,60,3.8     
CN5173000000000,51,730,"Petersburg city, VA",2022,12646,11933,713,5.6     
CN5173500000000,51,735,"Poquoson city, VA",2022,6379,6222,157,2.5     
CN5174000000000,51,740,"Portsmouth city, VA",2022,44170,42462,1708,3.9     
CN5175000000000,51,750,"Radford city, VA",2022,8987,8668,319,3.5     
CN5176000000000,51,760,"Richmond city, VA",2022,120998,116881,4117,3.4     
CN5177000000000,51,770,"Roanoke city, VA",2022,49077,47513,1564,3.2     
CN5177500000000,51,775,"Salem city, VA",2022,12905,12531,374,2.9     
CN5179000000000,51,790,"Staunton city, VA",2022,12420,12080,340,2.7     
CN5180000000000,51,800,"Suffolk city, VA",2022,45681,44255,1426,3.1     
CN5181000000000,51,810,"Virginia Beach city, VA",2022,232263,225770,6493,2.8     
CN5182000000000,51,820,"Waynesboro city, VA",2022,10795,10472,323,3.0     
CN5183000000000,51,830,"Williamsburg city, VA",2022,6824,6545,279,4.1     
CN5184000000000,51,840,"Winchester city, VA",2022,15098,14687,411,2.7     
CN5300100000000,53,001,"Adams County, WA",2022,9947,9436,511,5.1     
CN5300300000000,53,003,"Asotin County, WA",2022,10654,10235,419,3.9     
CN5300500000000,53,005,"Benton County, WA",2022,106236,100878,5358,5.0     
CN5300700000000,53,007,"Chelan County, WA",2022,44776,42616,2160,4.8     
CN5300900000000,53,009,"Clallam County, WA",2022,29022,27276,1746,6.0     
CN5301100000000,53,011,"Clark County, WA",2022,249056,237315,11741,4.7     
CN5301300000000,53,013,"Columbia County, WA",2022,1776,1679,97,5.5     
CN5301500000000,53,015,"Cowlitz County, WA",2022,48987,46205,2782,5.7     
CN5301700000000,53,017,"Douglas County, WA",2022,21963,20798,1165,5.3     
CN5301900000000,53,019,"Ferry County, WA",2022,2273,2054,219,9.6     
CN5302100000000,53,021,"Franklin County, WA",2022,44261,41534,2727,6.2     
CN5302300000000,53,023,"Garfield County, WA",2022,801,745,56,7.0     
CN5302500000000,53,025,"Grant County, WA",2022,49103,46143,2960,6.0     
CN5302700000000,53,027,"Grays Harbor County, WA",2022,29198,27237,1961,6.7     
